CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
28,7,2015,3,10,2016,H1B,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,TX,UNITED STATES OF AMERICA,ANALYSTS,611310,1,Y,42578,Year,OES,2015,NONE,42578,0,Year,N,N,TX,78229,CERTIFIEDWITHDRAWN
24,8,2015,3,10,2016,H1B,THE NEW MEDIA CONSORTIUM,TX,UNITED STATES OF AMERICA,ANALYSTS,541720,1,N,32.98,Hour,OES,2015,OFLC ONLINE DATA CENTER,32.98,0,Hour,N,N,TX,78746,CERTIFIEDWITHDRAWN
15,9,2015,3,10,2016,H1B,OCCUPATIONAL HEALTH CENTERS OF GEORGIA P C,TX,UNITED STATES OF AMERICA,ANALYSTS,621340,1,Y,165422,Year,OES,2015,OFLC ONLINE DATA CENTER,170000,190000,Year,N,N,GA,30097,CERTIFIEDWITHDRAWN
16,9,2015,3,10,2016,H1B,DELL MARKETING LP,TX,UNITED STATES OF AMERICA,ANALYSTS,42343,1,Y,89064,Year,Other,2015,RADFORD GLOBAL SURVEY,103600,0,Year,N,N,MA,2481,CERTIFIEDWITHDRAWN
17,9,2015,3,10,2016,H1B,LSU HEALTH SCIENCES CENTER/NEW ORLEANS,LA,UNITED STATES OF AMERICA,ANALYSTS,611300,1,Y,41267,Year,OES,2015,OFLC ONLINE DATA CENTER,43000,0,Year,N,N,LA,70112,CERTIFIEDWITHDRAWN
24,9,2015,3,10,2016,H1B,JB HUNT TRANSPORT SERVICES INC,AR,UNITED STATES OF AMERICA,ANALYSTS,484121,1,Y,61006,Year,OES,2015,OFLC ONLINE DATA CENTER,61006,0,Year,N,N,AR,72745,CERTIFIEDWITHDRAWN
16,10,2015,3,10,2016,H1B,LAWRENCE BERKELEY NATIONAL LABORATORY,CA,UNITED STATES OF AMERICA,ANALYSTS,541710,1,Y,49400,Year,OES,2015,OFLC ONLINE DATA CENTER,49476,0,Year,N,N,CA,94720,CERTIFIEDWITHDRAWN
27,10,2015,3,10,2016,H1B,LENDINGCLUB CORPORATION,CA,UNITED STATES OF AMERICA,ANALYSTS,522291,1,Y,92123,Year,OES,2015,OFLC ONLINE DATA CENTER,140000,0,Year,N,N,CA,94105,CERTIFIEDWITHDRAWN
4,11,2015,3,10,2016,H1B,ALPHADETAIL INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541910,1,Y,76253,Year,OES,2015,OFLC ONLINE DATA CENTER,90000,110000,Year,N,N,CA,94404,CERTIFIEDWITHDRAWN
18,11,2015,3,10,2016,H1B,OOYALA INC,CA,UNITED STATES OF AMERICA,ANALYSTS,511210,1,Y,120349,Year,OES,2015,OFLC ONLINE DATA CENTER,125000,0,Year,N,N,CA,95054,CERTIFIEDWITHDRAWN
18,12,2015,3,10,2016,H1B,ARKSTEK INC,CO,UNITED STATES OF AMERICA,ANALYSTS,541519,1,Y,57741,Year,Other,2015,OFLC ONLINE DATA CENTER,70494,0,Year,Y,N,NC,27609,CERTIFIEDWITHDRAWN
27,9,2016,3,10,2016,H1B,INITECH GLOBAL LLC,MO,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,67870,Year,OES,2016,OFLC ONLINE DATA CENTER,75000,0,Year,Y,N,MI,49355,CERTIFIED
26,1,2016,3,10,2016,H1B,FRONTIER TECHNOLOGIES LLC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,60133,Year,OES,2015,OFLC ONLINE DATA CENTER,61000,0,Year,Y,N,TX,75081,CERTIFIEDWITHDRAWN
11,2,2016,3,10,2016,H1B,DEUTSCHE BANK SECURITIES INC,NY,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,94640,Year,OES,2015,OFLC ONLINE DATA CENTER,175000,0,Year,N,N,NY,10005,CERTIFIEDWITHDRAWN
12,2,2016,3,10,2016,H1B,DEUTSCHE BANK NEW YORK BRANCH,NY,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,73216,Year,OES,2015,OFLC ONLINE DATA CENTER,100000,0,Year,N,N,NY,10005,CERTIFIEDWITHDRAWN
18,2,2016,3,10,2016,H1B,HOME DEPOT USA INC,GA,UNITED STATES OF AMERICA,ANALYSTS,444110,1,Y,93371,Year,OES,2015,OFLC ONLINE DATA CENTER,100000,0,Year,N,N,GA,30339,CERTIFIEDWITHDRAWN
25,2,2016,3,10,2016,H1B,CITADEL INFORMATION SERVICES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,51730,Year,Other,2015,ONLINE WAGE LIBRARY,60600,0,Year,Y,N,NJ,8837,CERTIFIEDWITHDRAWN
27,2,2016,3,10,2016,H1B,CITADEL INFORMATION SERVICES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,58053,Year,Other,2015,ONLINE WAGE LIBRARY,60550,0,Year,Y,N,NY,10005,CERTIFIEDWITHDRAWN
28,2,2016,3,10,2016,H1B,CITADEL INFORMATION SERVICES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,58053,Year,Other,2015,ONLINE WAGE LIBRARY,60300,0,Year,Y,N,NJ,7302,CERTIFIEDWITHDRAWN
29,2,2016,3,10,2016,H1B,CITADEL INFORMATION SERVICES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,58053,Year,Other,2015,ONLINE WAGE LIBRARY,60300,0,Year,Y,N,NY,10027,CERTIFIEDWITHDRAWN
1,3,2016,3,10,2016,H1B,BERENSON and COMPANY LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,65187,Year,OES,2015,OFLC ONLINE DATA CENTER,70000,0,Year,N,N,NY,10065,CERTIFIEDWITHDRAWN
1,3,2016,3,10,2016,H1B,BERENSON and COMPANY LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,65187,Year,OES,2015,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,NY,10065,CERTIFIEDWITHDRAWN
3,3,2016,3,10,2016,H1B,KAIZEN TECHNOLOGIES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,60112,Year,OES,2015,OFLC ONLINE DATA CENTER,72000,84000,Year,Y,N,NJ,7054,CERTIFIEDWITHDRAWN
4,3,2016,3,10,2016,H1B,CITADEL INFORMATION SERVICES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,67808,Year,Other,2015,ONLINE WAGE LIBRARY,76000,0,Year,Y,N,NY,10010,CERTIFIEDWITHDRAWN
4,3,2016,3,10,2016,H1B,LAWRENCE BERKELEY NATIONAL LABORATORY,CA,UNITED STATES OF AMERICA,ANALYSTS,541710,1,Y,78312,Year,OES,2016,OFLC ONLINE DATA CENTER,95700,0,Year,N,N,CA,94720,CERTIFIEDWITHDRAWN
8,3,2016,3,10,2016,H1B,LIBSYS INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,50856,Year,OES,2015,OFLC ONLINE DATA CENTER,98500,0,Year,N,N,IL,60563,CERTIFIEDWITHDRAWN
8,3,2016,3,10,2016,H1B,MARKETO INC,CA,UNITED STATES OF AMERICA,ANALYSTS,519190,1,Y,96866,Year,OES,2015,OFLC ONLINE DATA CENTER,110701,184501,Year,N,N,CA,94404,CERTIFIEDWITHDRAWN
8,3,2016,3,10,2016,H1B,MAVERICK FAMILY DENTAL P C,MA,UNITED STATES OF AMERICA,ANALYSTS,621210,1,Y,105851,Year,OES,2015,OFLC ONLINE DATA CENTER,105851,0,Year,N,N,CT,6040,CERTIFIEDWITHDRAWN
9,3,2016,3,10,2016,H1B,CIBER INC,CO,UNITED STATES OF AMERICA,ANALYSTS,5415,1,Y,73882,Year,OES,2015,OFLC ONLINE DATA CENTER,93974,0,Year,N,N,IN,46580,CERTIFIEDWITHDRAWN
9,3,2016,3,10,2016,H1B,MIZUHO TRUST and BANKING CO USA,NY,UNITED STATES OF AMERICA,ANALYSTS,522110,1,Y,96741,Year,OES,2015,OFLC ONLINE DATA CENTER,100000,0,Year,N,N,NY,10020,CERTIFIEDWITHDRAWN
10,3,2016,3,10,2016,H1B,MARUTHI TECHNOLOGIES LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,65042,Year,OES,2015,OFLC ONLINE DATA CENTER,65100,0,Year,Y,N,TX,75254,CERTIFIEDWITHDRAWN
10,3,2016,3,10,2016,H1B,MARUTHI TECHNOLOGIES LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,65042,Year,OES,2015,OFLC ONLINE DATA CENTER,65100,0,Year,Y,N,TX,75254,CERTIFIEDWITHDRAWN
10,3,2016,3,10,2016,H1B,MARUTHI TECHNOLOGIES LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,65042,Year,OES,2015,OFLC ONLINE DATA CENTER,65100,0,Year,Y,N,TX,75254,CERTIFIEDWITHDRAWN
11,3,2016,3,10,2016,H1B,DB GLOBAL TECHNOLOGY INC,NC,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,79498,Year,OES,2015,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,NC,27513,CERTIFIEDWITHDRAWN
11,3,2016,3,10,2016,H1B,DB GLOBAL TECHNOLOGY INC,NC,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,79498,Year,OES,2015,OFLC ONLINE DATA CENTER,95000,0,Year,N,N,NC,27513,CERTIFIEDWITHDRAWN
11,3,2016,3,10,2016,H1B,DEUTSCHE BANK TRUST COMPANY AMERICAS,NY,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,94640,Year,OES,2015,OFLC ONLINE DATA CENTER,167100,0,Year,N,N,NY,10154,CERTIFIEDWITHDRAWN
12,3,2016,3,10,2016,H1B,KAIZEN TECHNOLOGIES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,74922,Year,OES,2015,OFLC ONLINE DATA CENTER,75000,0,Year,Y,N,CA,94402,CERTIFIEDWITHDRAWN
12,3,2016,3,10,2016,H1B,KAIZEN TECHNOLOGIES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,63877,Year,OES,2015,OFLC ONLINE DATA CENTER,64000,0,Year,Y,N,NJ,8820,CERTIFIEDWITHDRAWN
14,3,2016,3,10,2016,E3 Australian,SKADDEN ARPS SLATE MEAGHER and FLOM LLP,NY,UNITED STATES OF AMERICA,ANALYSTS,541110,1,Y,210704,Year,OES,2015,OFLC ONLINE DATA CENTER,280000,0,Year,,,NY,10036,CERTIFIEDWITHDRAWN
15,3,2016,3,10,2016,H1B,TAMARES MANAGEMENT LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,52399,1,Y,94640,Year,OES,2015,OFLC ONLINE DATA CENTER,95000,0,Year,N,N,NY,10036,CERTIFIEDWITHDRAWN
22,3,2016,3,10,2016,H1B,ADVANCED TECHNOLOGY GROUP USA INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,63170,Year,Other,2015,ONLINE WAGE LIBRARY,63400,0,Year,Y,N,NJ,8540,CERTIFIEDWITHDRAWN
22,3,2016,3,10,2016,H1B,ADVANCED TECHNOLOGY GROUP USA INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,56805,Year,Other,2015,ONLINE WAGE LIBRARY,60000,0,Year,Y,N,NJ,8540,CERTIFIEDWITHDRAWN
22,3,2016,3,10,2016,H1B,ADVANCED TECHNOLOGY GROUP USA INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,68786,Year,Other,2015,ONLINE WAGE LIBRARY,68800,0,Year,Y,N,NJ,8540,CERTIFIEDWITHDRAWN
23,3,2016,3,10,2016,H1B,ADVANCED TECHNOLOGY GROUP USA INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,65333,Year,Other,2015,ONLINE WAGE LIBRARY,65400,0,Year,Y,N,NJ,8901,CERTIFIEDWITHDRAWN
24,3,2016,3,10,2016,H1B,ADVANCED TECHNOLOGY GROUP USA INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,63170,Year,Other,2015,ONLINE WAGE LIBRARY,64000,0,Year,Y,N,NJ,8540,CERTIFIEDWITHDRAWN
25,3,2016,3,10,2016,H1B,HULU LLC,CA,UNITED STATES OF AMERICA,ANALYSTS,516110,1,Y,120453,Year,OES,2015,OFLC ONLINE DATA CENTER,159000,0,Year,N,N,CA,90404,CERTIFIEDWITHDRAWN
31,3,2016,3,10,2016,H1B,ECHOSTAR DATA NETWORKS,CO,UNITED STATES OF AMERICA,ANALYSTS,334220,1,Y,57325,Year,OES,2015,OFLC ONLINE DATA CENTER,57325,75337,Year,N,N,GA,30346,CERTIFIEDWITHDRAWN
31,3,2016,3,10,2016,H1B,SG AMERICAS SECURITIES LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,206232,Year,OES,2015,OFLC ONLINE DATA CENTER,207000,0,Year,N,N,NY,10167,CERTIFIEDWITHDRAWN
1,4,2016,3,10,2016,H1B,ANSYS INC,PA,UNITED STATES OF AMERICA,ANALYSTS,511210,1,Y,94869,Year,OES,2015,OFLC ONLINE DATA CENTER,94869,105000,Year,N,N,FL,32826,CERTIFIEDWITHDRAWN
1,4,2016,3,10,2016,E3 Australian,HOWARD HUGHES MEDICAL INSTITUTE,MD,UNITED STATES OF AMERICA,ANALYSTS,541710,1,Y,50440,Year,OES,2016,OFLC ONLINE DATA CENTER,53000,63000,Year,,,CA,94158,CERTIFIEDWITHDRAWN
6,4,2016,3,10,2016,H1B,APPNEXUS INC,NY,UNITED STATES OF AMERICA,ANALYSTS,5418,1,Y,72010,Year,OES,2015,OFLC ONLINE DATA CENTER,125000,155000,Year,N,N,NY,10010,CERTIFIEDWITHDRAWN
7,4,2016,3,10,2016,H1B,AC INVESTMENT MANAGEMENT LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,523920,1,Y,65187,Year,OES,2015,OFLC ONLINE DATA CENTER,75000,0,Year,N,N,NY,10019,CERTIFIEDWITHDRAWN
7,4,2016,3,10,2016,H1B,IDC TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,65770,Year,Other,2015,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,CA,95035,CERTIFIEDWITHDRAWN
13,4,2016,3,10,2016,H1B,ADVANCED MICRO DEVICES INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334413,1,Y,93397,Year,Other,2016,RADFORD GLOBAL SURVEY,100000,162500,Year,N,N,CA,94088,CERTIFIEDWITHDRAWN
13,4,2016,3,10,2016,H1B,LAWRENCE BERKELEY NATIONAL LABORATORY,CA,UNITED STATES OF AMERICA,ANALYSTS,541710,1,Y,91000,Year,OES,2016,OFLC ONLINE DATA CENTER,121044,0,Year,N,N,CA,94720,CERTIFIEDWITHDRAWN
14,4,2016,3,10,2016,H1B,ADVENT GLOBAL SOLUTIONS INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,62462,Year,Other,2015,OFLC ONLINE DATA CENTER,65000,0,Year,N,N,IL,61791,CERTIFIEDWITHDRAWN
2,5,2016,3,10,2016,H1B,FRONTIER TECHNOLOGIES LLC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,75338,Year,OES,2015,OFLC ONLINE DATA CENTER,76000,0,Year,Y,N,GA,30339,CERTIFIEDWITHDRAWN
20,5,2016,3,10,2016,H1B,CERNER CORPORATION,MO,UNITED STATES OF AMERICA,ANALYSTS,541512,1,Y,78978,Year,OES,2015,OFLC ONLINE DATA CENTER,89600,0,Year,N,N,MO,64117,CERTIFIEDWITHDRAWN
26,5,2016,3,10,2016,H1B,TECHTOMIX LLC,NC,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,61173,Year,Other,2015,OFLC ONLINE DATA CENTER,72000,0,Year,N,N,NC,28025,CERTIFIEDWITHDRAWN
8,6,2016,3,10,2016,E3 Australian,MICHAEL PAGE INTERNATIONAL INC,CT,UNITED STATES OF AMERICA,ANALYSTS,541612,1,Y,45282,Year,OES,2015,OFLC ONLINE DATA CENTER,75000,0,Year,,,NY,10017,CERTIFIEDWITHDRAWN
12,6,2016,3,10,2016,H1B,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,CA,UNITED STATES OF AMERICA,ANALYSTS,611310,1,Y,43692,Year,CBA,2016,COLLECTIVE BARGAINING AGREEMENT,43692,53160,Year,N,N,CA,92521,CERTIFIEDWITHDRAWN
30,6,2016,3,10,2016,H1B,KINGSMEN SOFTWARE LLC,NC,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,77168,Year,OES,2015,OFLC ONLINE DATA CENTER,78000,0,Year,N,N,NC,28202,CERTIFIEDWITHDRAWN
12,7,2016,3,10,2016,H1B,C VISION INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,47154,Year,Other,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,GA,30339,CERTIFIEDWITHDRAWN
14,7,2016,3,10,2016,H1B,HARMONY SCHOOL OF EXCELLENCE AUSTIN,TX,UNITED STATES OF AMERICA,ANALYSTS,611110,1,Y,42100,Year,OES,2016,OFLC ONLINE DATA CENTER,42100,0,Year,N,N,TX,78744,CERTIFIEDWITHDRAWN
18,7,2016,3,10,2016,H1B,UNIVERSITY OF MARYLAND COLLEGE PARK,MD,UNITED STATES OF AMERICA,ANALYSTS,611310,1,Y,63232,Year,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,MD,20742,CERTIFIEDWITHDRAWN
19,7,2016,3,10,2016,H1B,BUTTE GLENN COMMUNITY COLLEGE DISTRICT,CA,UNITED STATES OF AMERICA,ANALYSTS,611210,1,Y,21.45,Hour,OES,2016,OFLC ONLINE DATA CENTER,22.26,28,Hour,N,N,CA,95965,CERTIFIEDWITHDRAWN
20,7,2016,3,10,2016,H1B,HIAWATHA LEADERSHIP ACADEMY,MN,UNITED STATES OF AMERICA,ANALYSTS,61111,1,Y,44430,Year,OES,2016,OFLC ONLINE DATA CENTER,47500,0,Year,N,N,MN,55407,CERTIFIEDWITHDRAWN
2,8,2016,3,10,2016,H1B,ARGHA SERVICES INC,GA,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,47154,Year,OES,2016,OFLC ONLINE DATA CENTER,70000,0,Year,Y,N,GA,30338,CERTIFIEDWITHDRAWN
17,8,2016,3,10,2016,H1B,LOREAL USA INC,NY,UNITED STATES OF AMERICA,ANALYSTS,424210,1,Y,77875,Year,OES,2016,OFLC ONLINE DATA CENTER,78000,0,Year,N,N,CA,90245,CERTIFIEDWITHDRAWN
17,8,2016,3,10,2016,H1B,STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,UNITED STATES OF AMERICA,ANALYSTS,611310,1,Y,53413,Year,Other,2014,AAMC SURVEY OF RESIDENT FELLOW STIPENDS,54495,0,Year,N,N,NY,14214,CERTIFIEDWITHDRAWN
25,8,2016,3,10,2016,H1B,BATTELLE MEMORIAL INSTITUTE,WA,UNITED STATES OF AMERICA,ANALYSTS,5417,1,Y,65499,Year,Other,2016,OFLC ONLINE DATA CENTER,67000,0,Year,N,N,WA,99354,CERTIFIEDWITHDRAWN
25,8,2016,3,10,2016,H1B,MORGAN STANLEY SERVICES GROUP INC,NY,UNITED STATES OF AMERICA,ANALYSTS,523110,1,Y,111405,Year,Other,2016,OFLC ONLINE DATA CENTER,135000,0,Year,N,N,NY,10036,CERTIFIEDWITHDRAWN
7,9,2016,3,10,2016,H1B,AMERICAN ELECTRIC POWER,OH,UNITED STATES OF AMERICA,ANALYSTS,221121,1,Y,67018,Year,OES,2016,OFLC ONLINE DATA CENTER,68000,78000,Year,N,N,OK,74119,CERTIFIEDWITHDRAWN
8,9,2016,3,10,2016,H1B,LIFE TECHNOLOGIES CORPORATION,CA,UNITED STATES OF AMERICA,ANALYSTS,541711,1,Y,83200,Year,OES,2016,OFLC ONLINE DATA CENTER,90900,168700,Year,N,N,CA,92008,CERTIFIEDWITHDRAWN
12,9,2016,3,10,2016,H1B,SOFTPATH SYSTEM LLC,GA,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,54558,Year,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,OR,97210,CERTIFIEDWITHDRAWN
13,9,2016,3,10,2016,H1B,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,CA,UNITED STATES OF AMERICA,ANALYSTS,611310,1,Y,43692,Year,CBA,2016,COLLECTIVE BARGAINING AGREEMENT,43692,53160,Year,N,N,CA,92521,CERTIFIEDWITHDRAWN
14,9,2016,3,10,2016,H1B,BENJAMIN MOORE and CO,NJ,UNITED STATES OF AMERICA,ANALYSTS,325510,1,Y,124987,Year,OES,2016,OFLC ONLINE DATA CENTER,136000,0,Year,N,N,NJ,7645,CERTIFIEDWITHDRAWN
19,9,2016,3,10,2016,H1B,LIFE TECHNOLOGIES CORPORATION,CA,UNITED STATES OF AMERICA,ANALYSTS,541711,1,Y,73299,Year,OES,2016,OFLC ONLINE DATA CENTER,85300,158500,Year,N,N,CA,94080,CERTIFIEDWITHDRAWN
19,9,2016,3,10,2016,H1B,UCHICAGO ARGONNE LLC,IL,UNITED STATES OF AMERICA,ANALYSTS,541710,5,Y,73174,Year,OES,2016,OFLC ONLINE DATA CENTER,73174,123673,Year,N,N,IL,60439,CERTIFIEDWITHDRAWN
20,9,2016,3,10,2016,H1B,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,UNITED STATES OF AMERICA,ANALYSTS,611110,1,Y,48870,Year,OES,2016,OFLC ONLINE DATA CENTER,50000,0,Year,N,N,TX,75212,CERTIFIEDWITHDRAWN
21,9,2016,3,10,2016,H1B,KPIT INFOSYSTEMS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,64002,Year,OES,2016,OFLC ONLINE DATA CENTER,66273,0,Year,Y,N,IN,47201,CERTIFIEDWITHDRAWN
21,9,2016,3,10,2016,H1B,LandT TECHNOLOGY SERVICES LIMITED,NJ,UNITED STATES OF AMERICA,ANALYSTS,541330,1,Y,54122,Year,OES,2016,OFLC ONLINE DATA CENTER,67000,77000,Year,Y,N,IA,50436,CERTIFIEDWITHDRAWN
23,9,2016,3,10,2016,H1B,CERNER CORPORATION,MO,UNITED STATES OF AMERICA,ANALYSTS,541512,1,Y,66997,Year,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,MO,64117,CERTIFIEDWITHDRAWN
23,9,2016,3,10,2016,H1B,LandT TECHNOLOGY SERVICES LIMITED,NJ,UNITED STATES OF AMERICA,ANALYSTS,541330,1,Y,54122,Year,OES,2016,OFLC ONLINE DATA CENTER,67000,77000,Year,Y,N,IA,50436,CERTIFIEDWITHDRAWN
23,9,2016,3,10,2016,H1B,PEGASYS SYSTEMS AND TECHNOLOGIES INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,56410,Year,Other,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,RI,2903,CERTIFIEDWITHDRAWN
26,9,2016,3,10,2016,H1B,PROPELSYS TECHNOLOGIES LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,65187,Year,OES,2016,OFLC ONLINE DATA CENTER,67891,0,Year,Y,N,NC,27560,CERTIFIEDWITHDRAWN
26,9,2016,3,10,2016,H1B,PROPELSYS TECHNOLOGIES LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,70616,Year,OES,2016,OFLC ONLINE DATA CENTER,70616,0,Year,Y,N,TX,77027,CERTIFIEDWITHDRAWN
26,9,2016,3,10,2016,H1B,THE UNIVERSITY OF IOWA,IA,UNITED STATES OF AMERICA,ANALYSTS,611310,1,N,19.92,Hour,OES,2016,OFLC ONLINE DATA CENTER,22.83,0,Hour,N,N,IA,52242,CERTIFIEDWITHDRAWN
27,9,2016,3,10,2016,H1B,3 D MICROMAC AMERICA LLC,CA,UNITED STATES OF AMERICA,ANALYSTS,333517,1,Y,121430,Year,OES,2016,OFLC ONLINE DATA CENTER,130000,0,Year,N,N,CA,95131,CERTIFIED
27,9,2016,3,10,2016,H1B,4 SERV SOLUTIONS INC,MI,UNITED STATES OF AMERICA,ANALYSTS,54151,1,Y,54704,Year,Other,2016,OFLC ONLINE DATA CENTER,54704,60000,Year,Y,N,MI,48393,CERTIFIED
27,9,2016,3,10,2016,H1B,8K MILES SOFTWARE SERVICES INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,56701,Year,Other,2016,OFLC ONLINE DATA CENTER,75000,0,Year,Y,N,LA,70816,CERTIFIED
27,9,2016,3,10,2016,H1B,A1 KAISER INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,78208,Year,Other,2016,OFLC ONLINE DATA CENTER,78208,78208,Year,Y,N,MO,63167,CERTIFIED
27,9,2016,3,10,2016,H1B,A2Z DEVELOPMENT CENTER INC,WA,UNITED STATES OF AMERICA,ANALYSTS,541519,1,Y,124675,Year,OES,2016,OFLC ONLINE DATA CENTER,155000,0,Year,N,N,CA,94089,CERTIFIED
27,9,2016,3,10,2016,H1B,A2Z DEVELOPMENT CENTER INC,WA,UNITED STATES OF AMERICA,ANALYSTS,541519,1,Y,102149,Year,OES,2016,OFLC ONLINE DATA CENTER,115000,0,Year,N,N,CA,94089,CERTIFIED
27,9,2016,3,10,2016,H1B,A2Z DEVELOPMENT CENTER INC,CA,UNITED STATES OF AMERICA,ANALYSTS,454111,1,Y,117770,Year,OES,2016,OFLC ONLINE DATA CENTER,120000,155000,Year,N,N,CA,94105,CERTIFIED
27,9,2016,3,10,2016,E3 Australian,ABBVIE INC,IL,UNITED STATES OF AMERICA,ANALYSTS,3254,1,Y,119683,Year,OES,2016,OFLC ONLINE DATA CENTER,354900,0,Year,,,IL,60064,CERTIFIED
27,9,2016,3,10,2016,H1B,ABHRA INC ,MO,UNITED STATES OF AMERICA,ANALYSTS,541511,1,Y,69826,Year,OES,2016,OFLC ONLINE DATA CENTER,69826,0,Year,Y,N,OH,43017,CERTIFIED
27,9,2016,3,10,2016,H1B,ABILITY COMMERCE INC,FL,UNITED STATES OF AMERICA,ANALYSTS,511210,1,Y,77085,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,N,N,FL,33445,CERTIFIED
27,9,2016,3,10,2016,H1B,ABIOMED INC,MA,UNITED STATES OF AMERICA,ANALYSTS,339112,1,Y,99923,Year,OES,2016,OFLC ONLINE DATA CENTER,100000,0,Year,N,N,MA,1923,CERTIFIED
27,9,2016,3,10,2016,H1B,ACADEMY LTD,TX,UNITED STATES OF AMERICA,ANALYSTS,451110,1,Y,68619,Year,OES,2016,OFLC ONLINE DATA CENTER,72000,113500,Year,N,N,TX,77449,CERTIFIED
27,9,2016,3,10,2016,H1B,ACCENTURE LLP,IL,UNITED STATES OF AMERICA,ANALYSTS,5416,1,Y,67371,Year,OES,2016,OFLC ONLINE DATA CENTER,103604,0,Year,N,N,MA,2421,CERTIFIED
